row_num,country,year,disease_name,country_pop,incidence_rate_pct,prevalence_rate_pct,mortality_rate_per_100_people_pct,population_affected,pop_affected_male,pop_affected_female,ages_0_18_pct,ages_19_35_pct,ages_36_60_pct,ages_61_plus_pct,pop_affected_urban_pct,pop_affected_rural_pct,healthcare_access_pct,doctors_per_1000,hospital_beds_per_1000,treatment_type,recovery_rate_pct,dalys,improvement_in_5_years_pct,average_annual_treatment_cost_usd,availability_of_vaccines_treatment,composite_health_index,per_capita_income_usd,education_index,urbanization_rate_pct
4193.0,Canada,2014.0,Polio,35434066.0,0.0,0.0,0.008,1521.0,768.0,753.0,36.0,20.0,14.0,30.0,79.0,21.0,88.53,4.79,5.83,Vaccination,89.7,0.0,8.99,372.0,High,85.0,50674.56,0.9,79.4
4194.0,Nigeria,2009.0,Hypertension,162049464.0,0.61,11.77,0.1671,988502.0,544665.0,443837.0,7.0,10.0,36.0,47.0,43.0,57.0,47.38,0.28,1.23,Medication,63.21,59.06,78.74,13.0,Medium,47.54,1801.44,0.43,42.8
4195.0,Argentina,2001.0,Diabetes,37624825.0,0.49,5.14,0.1031,184362.0,94762.0,89600.0,9.0,16.0,40.0,35.0,89.0,11.0,62.42,1.26,3.5,Medication,69.34,26.32,,119.0,Medium,59.11,7743.15,0.75,89.1
4196.0,Nigeria,2012.0,Polio,176200625.0,0.03,0.03,0.1312,52860.0,28333.0,24527.0,45.0,21.0,12.0,22.0,45.0,55.0,51.23,0.4,0.61,Vaccination,69.15,0.49,-6.43,7.0,High,49.98,2647.97,0.44,45.0
4197.0,Saudi Arabia,2017.0,Polio,30977355.0,0.01,0.0,0.0188,2157.0,1126.0,1031.0,35.0,20.0,10.0,35.0,83.0,17.0,77.25,1.62,4.35,Vaccination,86.26,0.0,-40.04,107.0,Medium,73.85,23227.38,0.75,83.3
4198.0,Russia,2024.0,Cancer,143533851.0,0.28,3.45,0.2598,401895.0,213004.0,188891.0,3.0,10.0,35.0,52.0,75.0,25.0,72.18,2.37,4.95,Surgery,63.09,13.97,15.42,13679.0,Medium,64.53,13809.21,0.85,74.9
4199.0,Japan,2003.0,Polio,127718000.0,0.0,0.0,0.0486,5793.0,2897.0,2897.0,37.0,19.0,15.0,30.0,91.0,9.0,88.59,2.55,12.02,Medication,88.24,0.0,,251.0,High,82.87,35400.01,0.83,91.1
4200.0,Italy,2000.0,Leprosy,56942108.0,0.0,0.0,,2346.0,1426.0,920.0,8.0,19.0,44.0,29.0,67.0,33.0,78.47,4.7,3.51,Medication,84.15,0.0,,5704.0,Medium,72.55,20073.64,0.71,67.0
4201.0,India,2013.0,Ebola,1295829511.0,0.01,0.0,0.6695,74335.0,40290.0,34045.0,15.0,26.0,35.0,24.0,32.0,68.0,57.63,0.59,0.55,Therapy,44.71,0.0,15.93,274.0,None,57.71,1479.4,0.5,31.9
4202.0,Indonesia,2000.0,Cholera,216077790.0,4.04,5.57,0.1622,8729543.0,4626658.0,4102885.0,29.0,31.0,25.0,15.0,42.0,58.0,49.31,0.46,0.72,Medication,78.63,58.46,,29.0,Low,52.94,813.14,0.5,42.0
4203.0,Mexico,2022.0,Hepatitis,128613117.0,0.22,2.07,0.0868,282949.0,173448.0,109501.0,6.0,14.0,35.0,45.0,80.0,20.0,70.66,2.01,5.09,Medication,72.36,9.18,-28.08,71.0,High,64.4,11402.14,0.71,79.6
4204.0,South Africa,2018.0,Diabetes,58613001.0,0.36,5.87,0.0397,211007.0,113944.0,97063.0,6.0,15.0,40.0,39.0,65.0,35.0,62.68,2.11,4.04,Medication,68.64,30.35,-33.43,58.0,Medium,55.0,6914.18,0.75,64.8
4205.0,Saudi Arabia,2012.0,Cancer,26168861.0,0.79,14.91,0.2212,206734.0,104401.0,102333.0,1.0,10.0,35.0,54.0,82.0,18.0,72.41,2.24,1.4,Medication,60.78,51.07,2.03,12048.0,Medium,70.97,27412.53,0.69,82.0
4206.0,Mexico,2017.0,COVID-19,123400057.0,3.8,4.24,0.1415,4689202.0,2536858.0,2152344.0,16.0,25.0,30.0,29.0,78.0,22.0,68.41,2.53,2.95,Medication,78.49,33.18,-20.71,936.0,,65.08,9649.28,0.7,78.1
4207.0,India,2023.0,Cancer,1438069596.0,0.51,9.05,0.2006,7334155.0,3945775.0,3388380.0,9.0,11.0,35.0,45.0,36.0,64.0,66.14,0.49,1.2,Medication,60.61,34.72,-24.55,2997.0,Medium,59.95,2486.51,0.57,35.7
4208.0,Australia,2020.0,Influenza,25649248.0,13.77,15.25,0.0055,3531901.0,1822461.0,1709440.0,19.0,25.0,35.0,21.0,86.0,14.0,87.6,4.31,6.18,Medication,99.93,166.16,-36.61,504.0,High,83.92,55758.83,0.92,86.0
4209.0,Saudi Arabia,2014.0,Ebola,28309273.0,0.01,0.0,0.5921,2219.0,1134.0,1085.0,6.0,25.0,35.0,35.0,82.0,18.0,74.97,1.23,4.2,Medication,46.9,0.0,55.71,23786.0,Medium,72.96,26436.39,0.72,82.5
4210.0,Indonesia,2023.0,Alzheimer's Disease,281190067.0,,,,,,,,,,,,,69.92,0.56,0.39,Medication,57.19,0.0,-6.71,4029.0,Low,62.86,4876.31,0.67,57.0
4211.0,Mexico,2019.0,COVID-19,125762982.0,1.37,1.8,0.1325,1722953.0,944178.0,778775.0,16.0,24.0,30.0,29.0,79.0,21.0,70.33,2.4,1.75,Medication,79.32,15.23,7.72,1017.0,,66.06,10369.56,0.72,78.7
4212.0,Nigeria,2004.0,Parkinson's Disease,141057045.0,,,,,,,,,,,,,41.11,0.45,0.32,Medication,55.1,0.0,,1664.0,Low,43.65,966.89,0.41,39.0
4213.0,Canada,2006.0,Tuberculosis,32571193.0,0.14,1.16,0.0829,45600.0,27223.0,18377.0,18.0,25.0,33.0,25.0,78.0,22.0,85.06,3.57,11.09,Medication,80.9,6.33,-17.51,1649.0,High,80.54,40274.39,0.87,78.0
4214.0,Mexico,2011.0,Polio,115243504.0,0.0,0.0,0.0801,3218.0,1651.0,1567.0,42.0,20.0,10.0,28.0,76.0,24.0,63.02,2.12,1.55,Vaccination,80.01,0.0,-30.46,7.0,High,62.49,10664.49,0.65,76.3
4215.0,Mexico,2018.0,Parkinson's Disease,124573711.0,,,,,,,,,,,,,69.63,1.77,3.38,Medication,67.21,0.0,-12.48,7899.0,Low,65.93,10084.79,0.71,78.4
4216.0,Canada,2004.0,Rabies,31938807.0,0.01,0.01,0.4772,3194.0,2070.0,1124.0,13.0,25.0,38.0,24.0,78.0,22.0,84.67,4.55,3.06,Medication,17.44,0.15,,1234.0,Medium,80.09,31944.85,0.86,77.7
4217.0,Germany,2016.0,Cancer,82348669.0,0.58,6.34,0.1347,477622.0,244065.0,233557.0,1.0,7.0,42.0,49.0,77.0,23.0,84.93,3.91,7.19,Surgery,66.59,33.8,7.28,25557.0,High,80.17,42747.46,0.94,77.1
4218.0,Russia,2000.0,Dengue,146596869.0,0.0,0.0,0.1204,3622.0,1833.0,1789.0,33.0,35.0,25.0,7.0,73.0,27.0,62.58,2.05,1.97,Medication,80.87,0.0,,63.0,Medium,58.46,1782.79,0.76,73.0
4219.0,Italy,2007.0,Malaria,58756247.0,0.0,0.0,0.0608,2383.0,1273.0,1110.0,31.0,28.0,30.0,10.0,68.0,32.0,81.9,3.45,10.23,Medication,90.26,0.0,27.68,891.0,High,76.58,37600.61,0.77,68.1
4220.0,Argentina,2018.0,Measles,44654882.0,1.73,2.07,0.0,772529.0,406350.0,366179.0,51.0,20.0,8.0,21.0,91.0,9.0,69.45,1.72,3.93,Vaccination,91.51,22.31,-12.08,60.0,High,62.48,11752.8,0.87,91.3
4221.0,South Korea,2021.0,Hepatitis,51769539.0,0.11,0.71,0.0298,56946.0,35876.0,21070.0,4.0,15.0,35.0,46.0,82.0,18.0,85.18,4.74,8.9,Medication,83.99,3.87,-18.07,2160.0,High,80.05,37461.4,0.88,81.6
4222.0,Argentina,2015.0,Rabies,43477012.0,0.0,0.0,0.6709,963.0,631.0,332.0,17.0,25.0,35.0,23.0,91.0,9.0,68.44,2.24,2.57,Medication,18.63,0.08,45.21,51.0,Medium,61.98,14833.2,0.85,91.0
4223.0,Italy,2021.0,Measles,59133173.0,1.4,2.09,0.0044,827864.0,423866.0,403998.0,42.0,17.0,16.0,25.0,70.0,30.0,79.45,3.64,6.81,Vaccination,100.0,19.84,-30.94,673.0,High,72.79,36484.71,0.82,70.2
4224.0,Germany,2021.0,Alzheimer's Disease,83196078.0,,,,,,,,,,,,,84.98,3.37,8.19,Therapy,68.75,0.0,2.36,41853.0,Medium,79.89,51952.8,0.96,77.7
4225.0,Australia,2017.0,HIV/AIDS,24592588.0,0.27,2.58,0.1783,66400.0,37184.0,29216.0,5.0,30.0,40.0,26.0,86.0,14.0,88.37,3.04,7.79,Medication,79.55,11.79,-30.22,2785.0,High,85.12,57085.77,0.91,85.7
4226.0,Australia,2011.0,Tuberculosis,22340024.0,0.02,0.15,0.0606,4468.0,2703.0,1765.0,16.0,25.0,34.0,25.0,85.0,15.0,87.62,2.82,8.39,Medication,82.32,0.8,-35.21,1668.0,High,84.07,68862.31,0.9,85.1
4227.0,Italy,2020.0,HIV/AIDS,59438851.0,0.16,1.55,0.1025,95102.0,53733.0,41369.0,2.0,27.0,43.0,28.0,70.0,30.0,80.16,5.06,12.06,Medication,80.3,8.2,-1.55,3756.0,High,73.79,31837.64,0.82,70.0
4228.0,Russia,2010.0,Cancer,142849468.0,0.48,9.0,0.3073,685677.0,346953.0,338724.0,6.0,10.0,35.0,49.0,74.0,26.0,66.79,2.4,2.78,Medication,57.28,32.52,-26.44,6680.0,Medium,61.06,10698.24,0.81,73.8
4229.0,Nigeria,2017.0,Leprosy,200254579.0,0.0,0.0,,3548.0,2249.0,1299.0,14.0,21.0,42.0,23.0,49.0,51.0,55.84,0.3,1.35,Medication,70.29,0.0,-26.25,2760.0,Low,52.42,1876.33,0.5,48.8
4230.0,Turkey,2023.0,Cancer,85325965.0,0.62,8.12,0.2383,529021.0,275620.0,253401.0,6.0,9.0,35.0,50.0,76.0,24.0,74.02,1.91,2.06,Medication,67.13,34.03,-24.74,12447.0,Medium,70.25,12813.64,0.79,76.5
4231.0,France,2014.0,Rabies,66312067.0,0.01,0.01,0.3893,6631.0,4330.0,2301.0,11.0,25.0,39.0,25.0,79.0,21.0,82.34,3.33,8.57,Medication,23.89,0.21,21.62,800.0,Medium,76.32,42806.51,0.8,79.1
4232.0,France,2015.0,Parkinson's Disease,66548272.0,,,,,,,,,,,,,82.82,3.27,4.35,Therapy,70.41,0.0,72.84,14529.0,Medium,76.93,36410.97,0.81,79.3
4233.0,Indonesia,2017.0,Hepatitis,267346658.0,0.27,1.77,0.1134,721836.0,460531.0,261305.0,6.0,15.0,35.0,44.0,53.0,47.0,66.32,0.76,0.66,Medication,69.75,10.47,-22.32,54.0,Medium,62.23,3798.88,0.66,53.1
4234.0,USA,2002.0,Asthma,287625193.0,0.64,11.27,0.0122,1840801.0,817316.0,1023485.0,24.0,25.0,27.0,24.0,79.0,21.0,82.76,2.8,5.87,Medication,95.77,52.53,,755.0,High,76.97,38069.33,0.87,79.3
4235.0,Mexico,2013.0,Parkinson's Disease,118343573.0,,,,,,,,,,,,,64.9,1.65,3.12,Medication,64.92,0.0,1.43,5815.0,Low,63.42,11216.8,0.67,76.9
4236.0,South Korea,2021.0,Malaria,51769539.0,0.01,0.0,0.042,3062.0,1669.0,1393.0,34.0,30.0,25.0,11.0,82.0,18.0,85.18,4.87,4.27,Medication,95.04,0.0,-32.63,1697.0,High,80.05,37461.4,0.88,81.6
4237.0,South Africa,2004.0,Hepatitis,48991421.0,0.48,4.84,0.2101,235159.0,147915.0,87244.0,8.0,16.0,35.0,41.0,60.0,40.0,51.94,1.61,2.66,Medication,61.16,24.44,,34.0,High,49.16,5221.46,0.67,59.5
4238.0,Germany,2001.0,Cholera,82349925.0,0.0,0.0,0.1112,495.0,256.0,239.0,23.0,29.0,29.0,19.0,75.0,25.0,81.95,4.15,3.24,Medication,92.07,0.0,,1504.0,Medium,76.83,23999.61,0.88,75.1
4239.0,Canada,2014.0,Hepatitis,35434066.0,0.12,1.11,0.0442,42521.0,25980.0,16541.0,1.0,15.0,39.0,45.0,79.0,21.0,88.53,4.35,2.29,Medication,78.98,4.49,50.33,1526.0,High,85.0,50674.56,0.9,79.4
4240.0,USA,2008.0,Parkinson's Disease,304093966.0,,,,,,,,,,,,,82.54,4.85,11.63,Therapy,72.9,0.0,-35.42,23367.0,Medium,76.41,48430.49,0.89,80.4
4241.0,China,2000.0,COVID-19,1262645000.0,3.12,3.73,0.2037,39394524.0,21233648.0,18160876.0,18.0,25.0,30.0,27.0,36.0,64.0,45.98,1.1,4.97,Medication,72.57,37.18,,595.0,None,55.31,954.12,0.47,36.0
4242.0,Australia,2007.0,Alzheimer's Disease,20827622.0,,,,,,,,,,,,,86.46,3.72,6.75,Therapy,61.39,0.0,16.22,20961.0,Medium,82.45,47105.64,0.89,84.7
4243.0,Canada,2023.0,Hepatitis,40083484.0,0.12,0.79,0.0,48100.0,29052.0,19048.0,1.0,15.0,40.0,44.0,81.0,19.0,88.6,3.92,10.8,Medication,83.74,4.93,-35.56,2709.0,High,84.7,54517.04,0.91,80.9
4244.0,Nigeria,2024.0,Leprosy,232679478.0,0.0,0.0,,9513.0,6050.0,3463.0,14.0,21.0,42.0,23.0,54.0,46.0,61.1,0.64,1.27,Medication,73.44,0.0,9.51,4238.0,Medium,53.87,1645.51,0.55,54.0
4245.0,Russia,2017.0,Cancer,145293260.0,0.78,14.65,0.2751,1133287.0,577976.0,555311.0,5.0,10.0,35.0,50.0,74.0,26.0,69.38,1.43,2.45,Medication,59.12,49.6,-22.5,9273.0,Medium,62.53,10768.41,0.83,74.4
4246.0,Russia,2006.0,Leprosy,143049637.0,0.01,0.0,,7240.0,4344.0,2896.0,12.0,20.0,40.0,28.0,73.0,27.0,65.86,1.48,3.55,Medication,74.7,0.0,-25.47,3457.0,Medium,60.96,6936.87,0.8,73.5
4247.0,United Kingdom,2022.0,Polio,67604000.0,0.0,0.0,0.0018,2459.0,1247.0,1212.0,34.0,20.0,10.0,37.0,83.0,17.0,81.97,3.73,6.48,Vaccination,89.0,0.0,-16.13,595.0,Medium,76.09,45674.3,0.94,82.9
4248.0,Brazil,2018.0,Alzheimer's Disease,206107261.0,,,,,,,,,,,,,70.22,2.41,3.25,Therapy,58.12,0.0,-45.27,2839.0,Low,63.38,9300.66,0.7,85.5
4249.0,Saudi Arabia,2023.0,Asthma,33702731.0,0.75,10.49,0.0045,252770.0,118802.0,133968.0,18.0,25.0,25.0,32.0,85.0,15.0,82.19,2.17,3.99,Medication,96.16,42.14,7.79,1493.0,High,76.07,32093.96,0.8,84.8
4250.0,China,2023.0,Cholera,1410710000.0,0.0,0.0,0.132,31437.0,17007.0,14430.0,23.0,30.0,25.0,22.0,61.0,39.0,71.73,1.83,5.14,Medication,85.53,0.0,-8.98,225.0,Medium,66.82,12508.77,0.69,61.3
4251.0,Japan,2013.0,Asthma,127445000.0,0.13,2.59,0.0131,165679.0,74887.0,90792.0,19.0,23.0,32.0,27.0,92.0,8.0,90.0,3.17,5.1,Medication,99.61,10.43,-25.17,1309.0,High,84.85,40809.42,0.85,91.5
4252.0,Canada,2021.0,COVID-19,38239864.0,6.04,7.14,0.2596,2309688.0,1249541.0,1060147.0,9.0,25.0,35.0,31.0,81.0,19.0,88.33,4.96,12.11,Vaccination,74.04,76.76,-13.36,5969.0,High,84.42,52204.43,0.91,80.6
4253.0,South Africa,2013.0,COVID-19,54678791.0,3.46,3.63,0.2129,1891886.0,1067024.0,824862.0,17.0,25.0,30.0,28.0,63.0,37.0,58.94,2.07,3.73,Medication,69.16,31.12,-7.5,132.0,,53.12,7327.97,0.72,62.9
4254.0,Italy,2010.0,Influenza,59819407.0,6.86,8.57,0.0472,4103611.0,2101049.0,2002562.0,20.0,23.0,36.0,21.0,68.0,32.0,81.65,2.81,9.86,Vaccination,96.27,68.78,-35.78,123.0,High,76.09,35651.36,0.78,68.5
4255.0,Indonesia,2021.0,Measles,276758053.0,1.27,1.68,0.0,3514827.0,1912066.0,1602761.0,51.0,19.0,8.0,22.0,56.0,44.0,67.65,0.3,1.41,Medication,89.84,13.91,3.71,70.0,High,61.47,4287.17,0.67,55.7
4256.0,China,2021.0,Asthma,1412360000.0,0.41,5.86,0.0498,5790676.0,2750571.0,3040105.0,24.0,25.0,25.0,26.0,59.0,41.0,68.83,2.15,3.77,Medication,92.15,26.45,-13.2,64.0,Medium,64.91,12492.98,0.69,59.1
4257.0,South Africa,2014.0,Dengue,55594838.0,0.0,0.0,0.1059,831.0,448.0,383.0,32.0,35.0,25.0,8.0,63.0,37.0,59.59,2.55,1.84,Medication,78.34,0.0,9.13,148.0,Low,53.35,6851.52,0.74,63.3
4258.0,Italy,2004.0,Hepatitis,57828179.0,0.22,1.77,0.043,127222.0,77605.0,49617.0,2.0,14.0,40.0,45.0,68.0,32.0,80.32,3.6,6.15,Medication,74.44,7.41,,641.0,High,74.7,31160.37,0.75,67.6
4259.0,South Korea,2014.0,Measles,50746659.0,0.8,0.9,0.0,405973.0,211512.0,194461.0,50.0,20.0,8.0,22.0,80.0,20.0,80.25,3.38,5.58,Vaccination,100.0,7.55,16.01,927.0,High,78.1,30793.06,0.86,80.4
4260.0,France,2012.0,Measles,65657659.0,1.09,1.58,0.0,715668.0,364991.0,350677.0,46.0,20.0,12.0,22.0,79.0,21.0,82.02,4.17,9.36,Vaccination,100.0,14.73,16.09,428.0,High,76.02,40547.69,0.8,78.8
4261.0,Canada,2018.0,Hepatitis,37072620.0,0.08,0.68,0.0291,29658.0,18299.0,11359.0,1.0,15.0,40.0,44.0,80.0,20.0,89.35,5.06,5.6,Medication,81.33,3.4,-17.49,1916.0,High,85.94,46260.89,0.9,80.1
4262.0,Brazil,2001.0,COVID-19,176301203.0,4.4,5.27,0.2218,7757253.0,4196674.0,3560579.0,19.0,26.0,30.0,25.0,81.0,19.0,56.83,1.69,4.52,Medication,70.09,43.35,,589.0,,57.04,3176.29,0.56,81.3
4263.0,United Kingdom,2015.0,Cholera,65088000.0,0.01,0.0,0.0504,3629.0,1873.0,1756.0,20.0,30.0,25.0,25.0,82.0,18.0,83.8,3.2,4.77,Medication,94.98,0.0,70.06,2618.0,Low,79.13,44781.53,0.91,82.0
4264.0,Australia,2018.0,Cholera,24963258.0,0.0,0.0,0.1263,228.0,121.0,107.0,20.0,30.0,30.0,21.0,86.0,14.0,88.26,3.84,2.73,Medication,98.8,0.0,-36.97,2980.0,Medium,84.96,57920.55,0.92,85.8
4265.0,Japan,2003.0,Asthma,127718000.0,0.75,7.87,0.0092,957885.0,417638.0,540247.0,22.0,24.0,30.0,25.0,91.0,9.0,88.59,2.74,2.48,Medication,96.69,33.13,,957.0,High,82.87,35400.01,0.83,91.1
4266.0,South Africa,2024.0,Cholera,64007187.0,3.32,4.97,0.1672,2125039.0,1185772.0,939267.0,25.0,29.0,25.0,21.0,67.0,33.0,66.05,1.98,4.95,Medication,79.15,57.21,26.88,163.0,Medium,56.01,5976.39,0.78,67.0
4267.0,South Korea,2021.0,Tuberculosis,51769539.0,0.01,0.11,0.0526,5177.0,3189.0,1988.0,19.0,25.0,30.0,26.0,82.0,18.0,85.18,4.52,6.89,Medication,86.07,0.59,-19.79,2715.0,High,80.05,37461.4,0.88,81.6
4268.0,Italy,2008.0,HIV/AIDS,59211181.0,0.04,0.31,0.1653,23684.0,13121.0,10563.0,6.0,28.0,41.0,26.0,68.0,32.0,81.43,4.39,11.45,Medication,76.54,1.46,-19.1,2038.0,High,75.9,40588.32,0.78,68.2
4269.0,Nigeria,2018.0,Parkinson's Disease,204938755.0,,,,,,,,,,,,,56.98,0.52,0.49,Medication,59.99,0.0,-19.14,2926.0,Low,53.04,2057.87,0.51,49.5
4270.0,Argentina,2012.0,Dengue,42161721.0,4.29,5.04,0.0439,1808738.0,922456.0,886282.0,32.0,35.0,25.0,8.0,91.0,9.0,66.67,2.54,2.71,Medication,91.65,44.69,36.09,82.0,Low,60.82,13790.49,0.84,90.6
4271.0,China,2017.0,Measles,1396215000.0,1.3,1.58,0.0083,18150795.0,9365810.0,8784985.0,50.0,20.0,8.0,22.0,55.0,45.0,66.21,2.16,5.02,Medication,90.86,12.51,-26.51,54.0,High,65.61,8716.29,0.66,54.7
4272.0,Saudi Arabia,2011.0,Influenza,25091867.0,9.41,13.35,0.0434,2361145.0,1206545.0,1154600.0,21.0,25.0,30.0,24.0,82.0,18.0,71.39,1.43,5.01,Medication,90.81,117.46,-20.51,83.0,High,70.35,25919.09,0.68,81.8
4273.0,Saudi Arabia,2002.0,HIV/AIDS,17910910.0,0.24,1.58,0.2469,42986.0,23771.0,19215.0,9.0,30.0,35.0,27.0,79.0,21.0,62.46,1.93,1.38,Medication,69.55,8.78,,1259.0,Low,65.04,10586.06,0.59,79.5
4274.0,Indonesia,2005.0,Cholera,230871650.0,2.99,3.43,0.1751,6903062.0,3775975.0,3127087.0,28.0,31.0,25.0,16.0,45.0,55.0,52.72,0.32,0.96,Medication,79.91,43.4,48.0,33.0,Low,53.87,1318.36,0.56,45.3
4275.0,Indonesia,2012.0,Leprosy,252698525.0,0.09,0.5,,227429.0,144417.0,83012.0,12.0,20.0,40.0,28.0,50.0,50.0,60.74,0.67,0.45,Medication,76.59,2.03,-17.6,4378.0,Low,58.86,3632.27,0.62,49.8
4276.0,Argentina,2016.0,Diabetes,43900313.0,0.78,11.25,0.062,342422.0,181484.0,160938.0,7.0,15.0,40.0,39.0,91.0,9.0,69.2,1.32,3.78,Medication,76.32,48.85,-21.34,200.0,Medium,62.6,12699.96,0.86,91.1
4277.0,Nigeria,2009.0,Measles,162049464.0,3.17,3.93,0.0825,5136968.0,2743141.0,2393827.0,55.0,22.0,9.0,14.0,43.0,57.0,47.38,0.33,0.99,Medication,77.16,36.15,67.27,6.0,High,47.54,1801.44,0.43,42.8
4278.0,USA,2023.0,COVID-19,336806231.0,4.65,5.86,0.2589,15661490.0,8598158.0,7063332.0,8.0,25.0,35.0,31.0,83.0,17.0,81.3,4.37,3.64,Vaccination,78.46,62.37,-37.37,17620.0,High,74.03,80706.05,0.91,82.9
4279.0,United Kingdom,2017.0,HIV/AIDS,65966000.0,0.2,1.61,0.1587,131932.0,74410.0,57522.0,5.0,30.0,35.0,30.0,82.0,18.0,84.42,4.09,7.79,Therapy,81.86,8.39,-9.41,2629.0,Medium,79.95,40392.72,0.92,82.2
4280.0,Mexico,2010.0,HIV/AIDS,113623895.0,0.09,0.58,0.2315,102262.0,58085.0,44177.0,13.0,30.0,35.0,22.0,76.0,24.0,62.52,1.37,1.14,Medication,69.23,2.9,-20.42,75.0,High,62.64,9728.8,0.64,76.0
4281.0,China,2013.0,Alzheimer's Disease,1363240000.0,,,,,,,,,,,,,61.33,1.44,1.32,Medication,58.44,0.0,15.53,4539.0,Low,63.07,6940.11,0.61,50.3
4282.0,USA,2018.0,Hepatitis,328529577.0,0.46,3.94,0.0142,1511236.0,903719.0,607517.0,1.0,15.0,40.0,44.0,82.0,18.0,83.84,4.47,9.52,Medication,82.22,19.73,-43.88,2971.0,High,77.83,61650.84,0.91,82.1
4283.0,Indonesia,2010.0,Measles,246305322.0,4.19,4.92,0.0303,10320193.0,5376821.0,4943372.0,53.0,20.0,8.0,19.0,49.0,51.0,58.23,0.51,1.2,Medication,85.53,48.9,16.19,39.0,High,57.13,3065.68,0.6,48.5
4284.0,USA,2009.0,Influenza,306771529.0,14.07,17.84,0.0674,43162754.0,21192912.0,21969842.0,22.0,25.0,33.0,20.0,81.0,19.0,82.01,4.42,3.24,Medication,98.68,136.63,39.01,391.0,High,75.53,47003.13,0.89,80.5
4285.0,United Kingdom,2019.0,Tuberculosis,66631000.0,0.03,0.29,0.0488,19989.0,12033.0,7956.0,14.0,25.0,30.0,31.0,82.0,18.0,84.67,3.52,8.29,Medication,83.65,1.36,22.01,3118.0,Medium,80.24,42487.95,0.92,82.5
4286.0,Argentina,2008.0,Diabetes,40424148.0,0.57,9.76,0.0959,230418.0,117974.0,112444.0,8.0,15.0,40.0,37.0,90.0,10.0,64.25,1.15,3.44,Medication,72.85,45.34,-38.47,137.0,Medium,59.19,9045.2,0.8,90.0
4287.0,Nigeria,2003.0,Parkinson's Disease,137202644.0,,,,,,,,,,,,,39.84,0.21,1.24,Medication,54.95,0.0,,1542.0,Low,42.85,764.65,0.39,38.3
4288.0,Nigeria,2014.0,Polio,185896915.0,0.1,0.1,0.1195,185897.0,98525.0,87372.0,45.0,21.0,12.0,22.0,47.0,53.0,52.66,0.25,1.24,Medication,69.16,1.37,44.7,8.0,High,50.43,3095.24,0.46,46.5
4289.0,Russia,2000.0,Diabetes,146596869.0,0.73,8.84,0.1533,1070157.0,542570.0,527587.0,8.0,15.0,40.0,37.0,73.0,27.0,62.58,1.98,3.19,Medication,64.25,37.46,,706.0,High,58.46,1782.79,0.76,73.0
4290.0,India,2017.0,Ebola,1359657400.0,0.0,0.0,0.8077,13181.0,7052.0,6129.0,14.0,26.0,35.0,25.0,33.0,67.0,62.39,0.29,0.67,Medication,36.84,0.0,-23.51,340.0,Low,60.09,1930.14,0.54,33.5
4291.0,Russia,2018.0,COVID-19,145398106.0,3.16,3.74,0.1763,4594580.0,2513235.0,2081345.0,14.0,25.0,30.0,31.0,74.0,26.0,69.9,2.16,4.1,Medication,74.48,35.27,-18.86,1658.0,,62.92,11318.22,0.84,74.4
4292.0,India,2020.0,Cancer,1402617695.0,0.57,6.19,0.2263,7994921.0,4317257.0,3677664.0,9.0,11.0,35.0,45.0,35.0,65.0,63.31,0.55,0.87,Medication,59.46,24.85,-48.85,2486.0,Medium,59.08,1910.27,0.54,34.6
4293.0,Argentina,2024.0,Measles,45696159.0,0.34,0.35,0.0003,155367.0,81568.0,73799.0,50.0,19.0,8.0,23.0,92.0,8.0,69.24,1.5,3.98,Vaccination,94.46,3.53,13.18,83.0,High,60.2,14187.48,0.87,92.0
4294.0,India,2024.0,Measles,1450935791.0,1.93,2.67,0.0,28003061.0,15289671.0,12713390.0,54.0,21.0,8.0,18.0,36.0,64.0,67.17,0.61,1.01,Medication,87.33,23.83,10.89,14.0,High,60.33,2486.51,0.57,36.0
4295.0,South Africa,2016.0,COVID-19,57259551.0,4.07,4.32,0.203,2330464.0,1326034.0,1004430.0,17.0,25.0,30.0,29.0,64.0,36.0,61.01,1.91,1.5,Medication,69.81,42.26,-0.22,157.0,,54.01,5650.89,0.71,64.1
4296.0,Nigeria,2004.0,Tuberculosis,141057045.0,0.78,6.23,0.2474,1100245.0,690954.0,409291.0,26.0,27.0,31.0,16.0,39.0,61.0,41.11,0.16,1.09,Medication,61.77,33.55,,33.0,Medium,43.65,966.89,0.41,39.0
4297.0,Canada,2014.0,Alzheimer's Disease,35434066.0,,,,,,,,,,,,,88.53,4.76,7.03,Therapy,63.7,0.0,29.92,30373.0,Medium,85.0,50674.56,0.9,79.4
4298.0,Mexico,2022.0,Influenza,128613117.0,3.69,5.42,0.0809,4745824.0,2505795.0,2240029.0,26.0,24.0,30.0,20.0,80.0,20.0,70.66,1.73,1.46,Vaccination,91.48,46.49,8.98,29.0,High,64.4,11402.14,0.71,79.6
4299.0,Russia,2023.0,Ebola,143826130.0,0.01,0.0,0.9109,7642.0,4050.0,3592.0,8.0,25.0,35.0,32.0,75.0,25.0,71.14,1.32,3.98,Medication,30.53,0.0,3.73,13468.0,Medium,63.42,13809.21,0.85,74.8
4300.0,United Kingdom,2002.0,Asthma,59370479.0,0.42,7.59,0.0244,249356.0,112210.0,137146.0,24.0,25.0,25.0,27.0,80.0,20.0,81.93,4.57,5.17,Medication,95.53,31.12,,965.0,Medium,77.22,29990.67,0.82,80.3
